result_id,year_season,round,circuit_name,country_race,date,constructor_name,constructor_points,constructor_rank,driver_name,driver_code,driver_points,driver_rank,grid,position,race_points,status
2469,2002,13,Hungaroring,Hungary,2002-08-18,Jaguar,3.0,8,Pedro de la Rosa,DLR,0.0,20,15,13.0,0.0,+2 Laps
2472,2002,13,Hungaroring,Hungary,2002-08-18,Minardi,2.0,9,Mark Webber,WEB,2.0,15,19,16.0,0.0,+2 Laps
2477,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Ferrari,173.0,1,Michael Schumacher,MSC,122.0,1,1,1.0,10.0,Finished
2478,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Ferrari,173.0,1,Rubens Barrichello,BAR,51.0,2,3,2.0,6.0,Finished
2479,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Williams,86.0,2,Juan Pablo Montoya,MON,44.0,3,5,3.0,4.0,Finished
2480,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,McLaren,57.0,3,David Coulthard,COU,37.0,5,6,4.0,3.0,Finished
2481,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Williams,86.0,2,Ralf Schumacher,SCH,42.0,4,4,5.0,2.0,Finished
2484,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,BAR,5.0,7,Jacques Villeneuve,VIL,3.0,13,12,8.0,0.0,Finished
2486,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Sauber,11.0,5,Nick Heidfeld,HEI,7.0,8,18,10.0,0.0,+1 Lap
2487,2002,14,Circuit de Spa-Francorchamps,Belgium,2002-09-01,Jordan,7.0,6,Takuma Sato,SAT,0.0,21,16,11.0,0.0,+1 Lap
2497,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Ferrari,189.0,1,Rubens Barrichello,BAR,61.0,2,4,1.0,10.0,Finished
2498,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Ferrari,189.0,1,Michael Schumacher,MSC,128.0,1,2,2.0,6.0,Finished
2500,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Renault,20.0,4,Jarno Trulli,TRU,7.0,9,11,4.0,3.0,Finished
2501,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Renault,20.0,4,Jenson Button,BUT,13.0,7,17,5.0,2.0,Finished
2503,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,McLaren,57.0,3,David Coulthard,COU,37.0,5,7,7.0,0.0,Finished
2504,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Jordan,7.0,7,Giancarlo Fisichella,FIS,7.0,11,12,8.0,0.0,Finished
2505,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,BAR,6.0,8,Jacques Villeneuve,VIL,3.0,13,9,9.0,0.0,Finished
2506,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Sauber,11.0,5,Nick Heidfeld,HEI,7.0,10,15,10.0,0.0,Finished
2508,2002,15,Autodromo Nazionale di Monza,Italy,2002-09-15,Jordan,7.0,7,Takuma Sato,SAT,0.0,21,18,12.0,0.0,+1 Lap
2517,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Ferrari,205.0,1,Rubens Barrichello,BAR,71.0,2,2,1.0,10.0,Finished
2518,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Ferrari,205.0,1,Michael Schumacher,MSC,134.0,1,1,2.0,6.0,Finished
2519,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,McLaren,61.0,3,David Coulthard,COU,41.0,5,3,3.0,4.0,Finished
2520,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Williams,89.0,2,Juan Pablo Montoya,MON,47.0,3,4,4.0,3.0,Finished
2521,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Renault,22.0,4,Jarno Trulli,TRU,9.0,8,8,5.0,2.0,Finished
2522,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,BAR,7.0,7,Jacques Villeneuve,VIL,4.0,12,7,6.0,1.0,Finished
2523,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Jordan,7.0,8,Giancarlo Fisichella,FIS,7.0,11,9,7.0,0.0,+1 Lap
2524,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Renault,22.0,4,Jenson Button,BUT,13.0,7,14,8.0,0.0,+1 Lap
2525,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Sauber,11.0,5,Nick Heidfeld,HEI,7.0,10,10,9.0,0.0,+1 Lap
2527,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Jordan,7.0,8,Takuma Sato,SAT,0.0,21,15,11.0,0.0,+1 Lap
2532,2002,16,Indianapolis Motor Speedway,USA,2002-09-29,Williams,89.0,2,Ralf Schumacher,SCH,42.0,4,5,16.0,0.0,+2 Laps
2537,2002,17,Suzuka Circuit,Japan,2002-10-13,Ferrari,221.0,1,Michael Schumacher,MSC,144.0,1,1,1.0,10.0,Finished
2538,2002,17,Suzuka Circuit,Japan,2002-10-13,Ferrari,221.0,1,Rubens Barrichello,BAR,77.0,2,2,2.0,6.0,Finished
2539,2002,17,Suzuka Circuit,Japan,2002-10-13,McLaren,65.0,3,Kimi RÃ¤ikkÃ¶nen,RAI,24.0,6,4,3.0,4.0,Finished
2540,2002,17,Suzuka Circuit,Japan,2002-10-13,Williams,92.0,2,Juan Pablo Montoya,MON,50.0,3,6,4.0,3.0,Finished
2541,2002,17,Suzuka Circuit,Japan,2002-10-13,Jordan,9.0,6,Takuma Sato,SAT,2.0,15,7,5.0,2.0,Finished
2542,2002,17,Suzuka Circuit,Japan,2002-10-13,Renault,23.0,4,Jenson Button,BUT,14.0,7,10,6.0,1.0,+1 Lap
2543,2002,17,Suzuka Circuit,Japan,2002-10-13,Sauber,11.0,5,Nick Heidfeld,HEI,7.0,10,12,7.0,0.0,+1 Lap
2546,2002,17,Suzuka Circuit,Japan,2002-10-13,Minardi,2.0,9,Mark Webber,WEB,2.0,16,19,10.0,0.0,+2 Laps
2547,2002,17,Suzuka Circuit,Japan,2002-10-13,Williams,92.0,2,Ralf Schumacher,SCH,42.0,4,5,11.0,0.0,Engine
2557,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Ferrari,14.0,1,Michael Schumacher,MSC,10.0,1,1,1.0,10.0,Finished
2558,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,McLaren,6.0,2,David Coulthard,COU,6.0,2,6,2.0,6.0,Finished
2559,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Ferrari,14.0,1,Rubens Barrichello,BAR,4.0,3,2,3.0,4.0,Finished
2560,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Sauber,4.0,3,Nick Heidfeld,HEI,3.0,4,10,4.0,3.0,Finished
2562,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Sauber,4.0,3,Kimi RÃ¤ikkÃ¶nen,RAI,1.0,6,13,6.0,1.0,Finished
2568,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Minardi,0.0,9,Fernando Alonso,ALO,0.0,12,19,12.0,0.0,+2 Laps
2569,2001,1,Albert Park Grand Prix Circuit,Australia,2001-03-04,Benetton,0.0,10,Giancarlo Fisichella,FIS,0.0,13,17,13.0,0.0,+3 Laps
2579,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Ferrari,30.0,1,Michael Schumacher,MSC,20.0,1,1,1.0,10.0,Finished
2580,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Ferrari,30.0,1,Rubens Barrichello,BAR,10.0,2,2,2.0,6.0,Finished
2581,2001,2,Sepang International Circuit,Malaysia,2001-03-18,McLaren,11.0,2,David Coulthard,COU,10.0,3,8,3.0,4.0,Finished
2583,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Williams,2.0,5,Ralf Schumacher,SCH,2.0,6,3,5.0,2.0,Finished
2586,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Jordan,5.0,3,Jarno Trulli,TRU,0.0,12,5,8.0,0.0,+1 Lap
2589,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Benetton,0.0,10,Jenson Button,BUT,0.0,14,17,11.0,0.0,+2 Laps
2591,2001,2,Sepang International Circuit,Malaysia,2001-03-18,Minardi,0.0,11,Fernando Alonso,ALO,0.0,16,21,13.0,0.0,+3 Laps
2601,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,McLaren,21.0,2,David Coulthard,COU,20.0,2,5,1.0,10.0,Finished
2602,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,Ferrari,36.0,1,Michael Schumacher,MSC,26.0,1,1,2.0,6.0,Finished
2603,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,Sauber,8.0,3,Nick Heidfeld,HEI,7.0,4,9,3.0,4.0,+1 Lap
2605,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,Jordan,7.0,4,Jarno Trulli,TRU,2.0,7,7,5.0,2.0,+1 Lap
2606,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,Benetton,1.0,7,Giancarlo Fisichella,FIS,1.0,9,18,6.0,1.0,+1 Lap
2607,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,BAR,3.0,5,Jacques Villeneuve,VIL,0.0,13,12,7.0,0.0,+1 Lap
2610,2001,3,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2001-04-01,Benetton,1.0,7,Jenson Button,BUT,0.0,17,20,10.0,0.0,+7 Laps
2623,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,Williams,12.0,3,Ralf Schumacher,SCH,12.0,4,3,1.0,10.0,Finished
2624,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,McLaren,30.0,2,David Coulthard,COU,26.0,2,1,2.0,6.0,Finished
2625,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,Ferrari,40.0,1,Rubens Barrichello,BAR,14.0,3,6,3.0,4.0,Finished
2627,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,Jordan,10.0,4,Jarno Trulli,TRU,4.0,8,5,5.0,2.0,Finished
2629,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,Sauber,8.0,5,Nick Heidfeld,HEI,7.0,5,12,7.0,0.0,+1 Lap
2634,2001,4,Autodromo Enzo e Dino Ferrari,Italy,2001-04-15,Benetton,1.0,7,Jenson Button,BUT,0.0,17,21,12.0,0.0,+2 Laps
2645,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Ferrari,50.0,1,Michael Schumacher,MSC,36.0,1,1,1.0,10.0,Finished
2646,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Williams,18.0,3,Juan Pablo Montoya,MON,6.0,7,12,2.0,6.0,Finished
2647,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,BAR,7.0,6,Jacques Villeneuve,VIL,4.0,9,7,3.0,4.0,Finished
2648,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Jordan,13.0,4,Jarno Trulli,TRU,7.0,6,6,4.0,3.0,Finished
2649,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,McLaren,32.0,2,David Coulthard,COU,28.0,2,3,5.0,2.0,Finished
2650,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Sauber,9.0,5,Nick Heidfeld,HEI,8.0,5,10,6.0,1.0,Finished
2652,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Sauber,9.0,5,Kimi RÃ¤ikkÃ¶nen,RAI,1.0,12,9,8.0,0.0,Finished
2657,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Minardi,0.0,11,Fernando Alonso,ALO,0.0,21,18,13.0,0.0,+2 Laps
2658,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Benetton,1.0,7,Giancarlo Fisichella,FIS,1.0,13,19,14.0,0.0,+2 Laps
2659,2001,5,Circuit de Barcelona-Catalunya,Spain,2001-04-29,Benetton,1.0,7,Jenson Button,BUT,0.0,18,21,15.0,0.0,+3 Laps
2667,2001,6,Red Bull Ring,Austria,2001-05-13,McLaren,42.0,2,David Coulthard,COU,38.0,2,7,1.0,10.0,Finished
2668,2001,6,Red Bull Ring,Austria,2001-05-13,Ferrari,60.0,1,Michael Schumacher,MSC,42.0,1,1,2.0,6.0,Finished
2669,2001,6,Red Bull Ring,Austria,2001-05-13,Ferrari,60.0,1,Rubens Barrichello,BAR,18.0,3,4,3.0,4.0,Finished
2670,2001,6,Red Bull Ring,Austria,2001-05-13,Sauber,12.0,5,Kimi RÃ¤ikkÃ¶nen,RAI,4.0,11,9,4.0,3.0,Finished
2674,2001,6,Red Bull Ring,Austria,2001-05-13,BAR,9.0,6,Jacques Villeneuve,VIL,4.0,10,12,8.0,0.0,+1 Lap
2675,2001,6,Red Bull Ring,Austria,2001-05-13,Sauber,12.0,5,Nick Heidfeld,HEI,8.0,5,6,9.0,0.0,+2 Laps
2689,2001,7,Circuit de Monaco,Monaco,2001-05-27,Ferrari,76.0,1,Michael Schumacher,MSC,52.0,1,2,1.0,10.0,Finished
2690,2001,7,Circuit de Monaco,Monaco,2001-05-27,Ferrari,76.0,1,Rubens Barrichello,BAR,24.0,3,4,2.0,6.0,Finished
2692,2001,7,Circuit de Monaco,Monaco,2001-05-27,BAR,12.0,5,Jacques Villeneuve,VIL,7.0,6,9,4.0,3.0,Finished
2693,2001,7,Circuit de Monaco,Monaco,2001-05-27,McLaren,44.0,2,David Coulthard,COU,40.0,2,1,5.0,2.0,+1 Lap
2695,2001,7,Circuit de Monaco,Monaco,2001-05-27,Benetton,1.0,9,Jenson Button,BUT,0.0,17,17,7.0,0.0,+1 Lap
2698,2001,7,Circuit de Monaco,Monaco,2001-05-27,Sauber,12.0,6,Kimi RÃ¤ikkÃ¶nen,RAI,4.0,12,15,10.0,0.0,+5 Laps
2711,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Williams,28.0,3,Ralf Schumacher,SCH,22.0,4,2,1.0,10.0,Finished
2712,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Ferrari,82.0,1,Michael Schumacher,MSC,58.0,1,1,2.0,6.0,Finished
2714,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Sauber,15.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,7.0,8,7,4.0,3.0,Finished
2716,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Jaguar,5.0,7,Pedro de la Rosa,DLR,1.0,17,14,6.0,1.0,+1 Lap
2717,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Jordan,13.0,5,Ricardo Zonta,ZON,0.0,19,12,7.0,0.0,+1 Lap
2721,2001,8,Circuit Gilles Villeneuve,Canada,2001-06-10,Jordan,13.0,5,Jarno Trulli,TRU,7.0,9,4,11.0,0.0,Brakes
2733,2001,9,NÃ¼rburgring,Germany,2001-06-24,Ferrari,94.0,1,Michael Schumacher,MSC,68.0,1,1,1.0,10.0,Finished
2734,2001,9,NÃ¼rburgring,Germany,2001-06-24,Williams,37.0,3,Juan Pablo Montoya,MON,12.0,5,3,2.0,6.0,Finished
2735,2001,9,NÃ¼rburgring,Germany,2001-06-24,McLaren,53.0,2,David Coulthard,COU,44.0,2,5,3.0,4.0,Finished
2736,2001,9,NÃ¼rburgring,Germany,2001-06-24,Williams,37.0,3,Ralf Schumacher,SCH,25.0,4,2,4.0,3.0,Finished
2737,2001,9,NÃ¼rburgring,Germany,2001-06-24,Ferrari,94.0,1,Rubens Barrichello,BAR,26.0,3,4,5.0,2.0,Finished
2740,2001,9,NÃ¼rburgring,Germany,2001-06-24,Jaguar,5.0,7,Pedro de la Rosa,DLR,1.0,16,16,8.0,0.0,+1 Lap
2741,2001,9,NÃ¼rburgring,Germany,2001-06-24,BAR,12.0,6,Jacques Villeneuve,VIL,7.0,8,11,9.0,0.0,+1 Lap
2742,2001,9,NÃ¼rburgring,Germany,2001-06-24,Sauber,15.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,7.0,9,9,10.0,0.0,+1 Lap
2743,2001,9,NÃ¼rburgring,Germany,2001-06-24,Benetton,1.0,10,Giancarlo Fisichella,FIS,1.0,17,15,11.0,0.0,+1 Lap
2745,2001,9,NÃ¼rburgring,Germany,2001-06-24,Benetton,1.0,10,Jenson Button,BUT,0.0,18,20,13.0,0.0,+2 Laps
2746,2001,9,NÃ¼rburgring,Germany,2001-06-24,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,21,14.0,0.0,+2 Laps
2755,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Ferrari,108.0,1,Michael Schumacher,MSC,78.0,1,2,1.0,10.0,Finished
2756,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Williams,43.0,3,Ralf Schumacher,SCH,31.0,3,1,2.0,6.0,Finished
2757,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Ferrari,108.0,1,Rubens Barrichello,BAR,30.0,4,8,3.0,4.0,Finished
2758,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,McLaren,56.0,2,David Coulthard,COU,47.0,2,3,4.0,3.0,Finished
2759,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Jordan,15.0,5,Jarno Trulli,TRU,9.0,8,5,5.0,2.0,Finished
2760,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Sauber,16.0,4,Nick Heidfeld,HEI,9.0,6,9,6.0,1.0,+1 Lap
2761,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Sauber,16.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,7.0,10,13,7.0,0.0,+1 Lap
2765,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Benetton,1.0,10,Giancarlo Fisichella,FIS,1.0,17,16,11.0,0.0,+1 Lap
2768,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Jaguar,5.0,7,Pedro de la Rosa,DLR,1.0,16,14,14.0,0.0,+2 Laps
2770,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Benetton,1.0,10,Jenson Button,BUT,0.0,18,17,16.0,0.0,Fuel pressure
2771,2001,10,Circuit de Nevers Magny-Cours,France,2001-07-01,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,21,17.0,0.0,Engine
2778,2001,11,Silverstone Circuit,UK,2001-07-15,Ferrari,118.0,1,Michael Schumacher,MSC,84.0,1,1,2.0,6.0,Finished
2779,2001,11,Silverstone Circuit,UK,2001-07-15,Ferrari,118.0,1,Rubens Barrichello,BAR,34.0,3,6,3.0,4.0,Finished
2780,2001,11,Silverstone Circuit,UK,2001-07-15,Williams,46.0,3,Juan Pablo Montoya,MON,15.0,6,8,4.0,3.0,Finished
2781,2001,11,Silverstone Circuit,UK,2001-07-15,Sauber,19.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,9.0,8,7,5.0,2.0,+1 Lap
2782,2001,11,Silverstone Circuit,UK,2001-07-15,Sauber,19.0,4,Nick Heidfeld,HEI,10.0,7,9,6.0,1.0,+1 Lap
2784,2001,11,Silverstone Circuit,UK,2001-07-15,BAR,12.0,6,Jacques Villeneuve,VIL,7.0,10,12,8.0,0.0,+1 Lap
2788,2001,11,Silverstone Circuit,UK,2001-07-15,Jaguar,5.0,7,Pedro de la Rosa,DLR,1.0,16,13,12.0,0.0,+2 Laps
2789,2001,11,Silverstone Circuit,UK,2001-07-15,Benetton,1.0,10,Giancarlo Fisichella,FIS,1.0,17,19,13.0,0.0,+2 Laps
2791,2001,11,Silverstone Circuit,UK,2001-07-15,Benetton,1.0,10,Jenson Button,BUT,0.0,18,18,15.0,0.0,+2 Laps
2792,2001,11,Silverstone Circuit,UK,2001-07-15,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,21,16.0,0.0,+3 Laps
2799,2001,12,Hockenheimring,Germany,2001-07-29,Williams,56.0,3,Ralf Schumacher,SCH,41.0,3,2,1.0,10.0,Finished
2800,2001,12,Hockenheimring,Germany,2001-07-29,Ferrari,124.0,1,Rubens Barrichello,BAR,40.0,4,6,2.0,6.0,Finished
2801,2001,12,Hockenheimring,Germany,2001-07-29,BAR,16.0,5,Jacques Villeneuve,VIL,11.0,7,12,3.0,4.0,Finished
2802,2001,12,Hockenheimring,Germany,2001-07-29,Benetton,6.0,7,Giancarlo Fisichella,FIS,4.0,14,17,4.0,3.0,Finished
2803,2001,12,Hockenheimring,Germany,2001-07-29,Benetton,6.0,7,Jenson Button,BUT,2.0,16,18,5.0,2.0,Finished
2808,2001,12,Hockenheimring,Germany,2001-07-29,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,21,10.0,0.0,+1 Lap
2821,2001,13,Hungaroring,Hungary,2001-08-19,Ferrari,140.0,1,Michael Schumacher,MSC,94.0,1,1,1.0,10.0,Finished
2822,2001,13,Hungaroring,Hungary,2001-08-19,Ferrari,140.0,1,Rubens Barrichello,BAR,46.0,3,3,2.0,6.0,Finished
2823,2001,13,Hungaroring,Hungary,2001-08-19,McLaren,72.0,2,David Coulthard,COU,51.0,2,2,3.0,4.0,Finished
2824,2001,13,Hungaroring,Hungary,2001-08-19,Williams,59.0,3,Ralf Schumacher,SCH,44.0,4,4,4.0,3.0,Finished
2826,2001,13,Hungaroring,Hungary,2001-08-19,Sauber,20.0,4,Nick Heidfeld,HEI,11.0,8,7,6.0,1.0,+1 Lap
2827,2001,13,Hungaroring,Hungary,2001-08-19,Sauber,20.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,9.0,9,9,7.0,0.0,+1 Lap
2828,2001,13,Hungaroring,Hungary,2001-08-19,Williams,59.0,3,Juan Pablo Montoya,MON,15.0,6,8,8.0,0.0,+1 Lap
2829,2001,13,Hungaroring,Hungary,2001-08-19,BAR,16.0,5,Jacques Villeneuve,VIL,11.0,7,10,9.0,0.0,+2 Laps
2831,2001,13,Hungaroring,Hungary,2001-08-19,Jaguar,5.0,8,Pedro de la Rosa,DLR,1.0,18,13,11.0,0.0,+2 Laps
2843,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,Ferrari,152.0,1,Michael Schumacher,MSC,104.0,1,3,1.0,10.0,Finished
2844,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,McLaren,81.0,2,David Coulthard,COU,57.0,2,9,2.0,6.0,Finished
2845,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,Benetton,10.0,7,Giancarlo Fisichella,FIS,8.0,11,8,3.0,4.0,Finished
2847,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,Ferrari,152.0,1,Rubens Barrichello,BAR,48.0,3,5,5.0,2.0,Finished
2849,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,Williams,59.0,3,Ralf Schumacher,SCH,44.0,4,2,7.0,0.0,Finished
2850,2001,14,Circuit de Spa-Francorchamps,Belgium,2001-09-02,BAR,16.0,5,Jacques Villeneuve,VIL,11.0,7,6,8.0,0.0,Finished
2865,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Williams,73.0,3,Juan Pablo Montoya,MON,25.0,5,1,1.0,10.0,Finished
2866,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Ferrari,161.0,1,Rubens Barrichello,BAR,54.0,3,2,2.0,6.0,Finished
2867,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Williams,73.0,3,Ralf Schumacher,SCH,48.0,4,4,3.0,4.0,Finished
2868,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Ferrari,161.0,1,Michael Schumacher,MSC,107.0,1,3,4.0,3.0,Finished
2869,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Jaguar,7.0,8,Pedro de la Rosa,DLR,3.0,16,10,5.0,2.0,Finished
2870,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,BAR,17.0,5,Jacques Villeneuve,VIL,12.0,7,15,6.0,1.0,Finished
2871,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Sauber,20.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,9.0,9,9,7.0,0.0,Finished
2874,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Benetton,10.0,7,Giancarlo Fisichella,FIS,8.0,11,14,10.0,0.0,+1 Lap
2875,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Sauber,20.0,4,Nick Heidfeld,HEI,11.0,8,8,11.0,0.0,+1 Lap
2877,2001,15,Autodromo Nazionale di Monza,Italy,2001-09-16,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,21,13.0,0.0,+2 Laps
2888,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Ferrari,167.0,1,Michael Schumacher,MSC,113.0,1,1,2.0,6.0,Finished
2889,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,McLaren,95.0,2,David Coulthard,COU,61.0,2,7,3.0,4.0,Finished
2890,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Jordan,19.0,5,Jarno Trulli,TRU,12.0,9,8,4.0,3.0,Finished
2892,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Sauber,21.0,4,Nick Heidfeld,HEI,12.0,8,6,6.0,1.0,Finished
2894,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Benetton,10.0,7,Giancarlo Fisichella,FIS,8.0,11,12,8.0,0.0,+1 Lap
2895,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Benetton,10.0,7,Jenson Button,BUT,2.0,17,10,9.0,0.0,+1 Lap
2898,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Jaguar,9.0,8,Pedro de la Rosa,DLR,3.0,16,16,12.0,0.0,+1 Lap
2901,2001,16,Indianapolis Motor Speedway,USA,2001-09-30,Ferrari,167.0,1,Rubens Barrichello,BAR,54.0,3,5,15.0,0.0,Engine
2909,2001,17,Suzuka Circuit,Japan,2001-10-14,Ferrari,179.0,1,Michael Schumacher,MSC,123.0,1,1,1.0,10.0,Finished
2910,2001,17,Suzuka Circuit,Japan,2001-10-14,Williams,80.0,3,Juan Pablo Montoya,MON,31.0,6,2,2.0,6.0,Finished
2911,2001,17,Suzuka Circuit,Japan,2001-10-14,McLaren,102.0,2,David Coulthard,COU,65.0,2,7,3.0,4.0,Finished
2913,2001,17,Suzuka Circuit,Japan,2001-10-14,Ferrari,179.0,1,Rubens Barrichello,BAR,56.0,3,4,5.0,2.0,Finished
2914,2001,17,Suzuka Circuit,Japan,2001-10-14,Williams,80.0,3,Ralf Schumacher,SCH,49.0,4,3,6.0,1.0,Finished
2915,2001,17,Suzuka Circuit,Japan,2001-10-14,Benetton,10.0,7,Jenson Button,BUT,2.0,17,9,7.0,0.0,Finished
2916,2001,17,Suzuka Circuit,Japan,2001-10-14,Jordan,19.0,5,Jarno Trulli,TRU,12.0,9,8,8.0,0.0,+1 Lap
2917,2001,17,Suzuka Circuit,Japan,2001-10-14,Sauber,21.0,4,Nick Heidfeld,HEI,12.0,8,10,9.0,0.0,+1 Lap
2918,2001,17,Suzuka Circuit,Japan,2001-10-14,BAR,17.0,6,Jacques Villeneuve,VIL,12.0,7,14,10.0,0.0,+1 Lap
2919,2001,17,Suzuka Circuit,Japan,2001-10-14,Minardi,0.0,11,Fernando Alonso,ALO,0.0,23,18,11.0,0.0,+1 Lap
2925,2001,17,Suzuka Circuit,Japan,2001-10-14,Benetton,10.0,7,Giancarlo Fisichella,FIS,8.0,11,6,17.0,0.0,Gearbox
2931,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Ferrari,16.0,1,Michael Schumacher,MSC,10.0,1,3,1.0,10.0,Finished
