result_id,year_season,round,circuit_name,country_race,date,constructor_name,constructor_points,constructor_rank,driver_name,driver_code,driver_points,driver_rank,grid,position,race_points,status
2932,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Ferrari,16.0,1,Rubens Barrichello,BAR,6.0,2,4,2.0,6.0,Finished
2933,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Williams,4.0,2,Ralf Schumacher,SCH,4.0,3,11,3.0,4.0,Finished
2934,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,BAR,4.0,3,Jacques Villeneuve,VIL,3.0,4,8,4.0,3.0,Finished
2935,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Benetton,2.0,4,Giancarlo Fisichella,FIS,2.0,5,9,5.0,2.0,Finished
2936,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,BAR,4.0,3,Ricardo Zonta,ZON,1.0,6,16,6.0,1.0,Finished
2937,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Benetton,2.0,4,Alexander Wurz,WUR,0.0,7,14,7.0,0.0,Finished
2939,2000,1,Albert Park Grand Prix Circuit,Australia,2000-03-12,Prost,0.0,6,Nick Heidfeld,HEI,0.0,9,15,9.0,0.0,+2 Laps
2953,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Ferrari,26.0,1,Michael Schumacher,MSC,20.0,1,3,1.0,10.0,Finished
2954,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Benetton,8.0,2,Giancarlo Fisichella,FIS,8.0,2,5,2.0,6.0,Finished
2956,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Jordan,7.0,3,Jarno Trulli,TRU,3.0,6,12,4.0,3.0,Finished
2957,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Williams,7.0,4,Ralf Schumacher,SCH,6.0,4,11,5.0,2.0,+1 Lap
2958,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Williams,7.0,4,Jenson Button,BUT,1.0,9,9,6.0,1.0,+1 Lap
2960,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,Arrows,0.0,6,Pedro de la Rosa,DLR,0.0,12,16,8.0,0.0,+1 Lap
2961,2000,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,2000-03-26,BAR,4.0,5,Ricardo Zonta,ZON,1.0,8,8,9.0,0.0,+2 Laps
2975,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,Ferrari,39.0,1,Michael Schumacher,MSC,30.0,1,2,1.0,10.0,Finished
2977,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,McLaren,10.0,2,David Coulthard,COU,4.0,7,3,3.0,4.0,Finished
2978,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,Ferrari,39.0,1,Rubens Barrichello,BAR,9.0,2,4,4.0,3.0,Finished
2979,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,BAR,6.0,6,Jacques Villeneuve,VIL,5.0,6,9,5.0,2.0,+1 Lap
2983,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,Benetton,8.0,3,Alexander Wurz,WUR,0.0,13,11,9.0,0.0,+1 Lap
2985,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,Benetton,8.0,3,Giancarlo Fisichella,FIS,8.0,3,19,11.0,0.0,+1 Lap
2986,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,BAR,6.0,6,Ricardo Zonta,ZON,1.0,10,14,12.0,0.0,+1 Lap
2989,2000,3,Autodromo Enzo e Dino Ferrari,Italy,2000-04-09,Jordan,7.0,4,Jarno Trulli,TRU,3.0,9,8,15.0,0.0,Gearbox
2997,2000,4,Silverstone Circuit,UK,2000-04-23,McLaren,26.0,2,David Coulthard,COU,14.0,2,4,1.0,10.0,Finished
2999,2000,4,Silverstone Circuit,UK,2000-04-23,Ferrari,43.0,1,Michael Schumacher,MSC,34.0,1,5,3.0,4.0,Finished
3000,2000,4,Silverstone Circuit,UK,2000-04-23,Williams,12.0,3,Ralf Schumacher,SCH,9.0,5,7,4.0,3.0,Finished
3001,2000,4,Silverstone Circuit,UK,2000-04-23,Williams,12.0,3,Jenson Button,BUT,3.0,10,6,5.0,2.0,Finished
3002,2000,4,Silverstone Circuit,UK,2000-04-23,Jordan,8.0,5,Jarno Trulli,TRU,4.0,9,11,6.0,1.0,Finished
3003,2000,4,Silverstone Circuit,UK,2000-04-23,Benetton,8.0,4,Giancarlo Fisichella,FIS,8.0,6,12,7.0,0.0,+1 Lap
3005,2000,4,Silverstone Circuit,UK,2000-04-23,Benetton,8.0,4,Alexander Wurz,WUR,0.0,13,20,9.0,0.0,+1 Lap
3012,2000,4,Silverstone Circuit,UK,2000-04-23,BAR,6.0,6,Jacques Villeneuve,VIL,5.0,7,10,16.0,0.0,+4 Laps
3020,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,McLaren,42.0,2,David Coulthard,COU,20.0,3,4,2.0,6.0,Finished
3021,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Ferrari,49.0,1,Rubens Barrichello,BAR,13.0,4,3,3.0,4.0,Finished
3022,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Williams,15.0,3,Ralf Schumacher,SCH,12.0,5,5,4.0,3.0,Finished
3023,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Ferrari,49.0,1,Michael Schumacher,MSC,36.0,1,1,5.0,2.0,Finished
3026,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,BAR,6.0,6,Ricardo Zonta,ZON,1.0,12,16,8.0,0.0,+1 Lap
3027,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Benetton,8.0,5,Giancarlo Fisichella,FIS,8.0,6,13,9.0,0.0,+1 Lap
3028,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Benetton,8.0,5,Alexander Wurz,WUR,0.0,13,18,10.0,0.0,+1 Lap
3030,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Jordan,9.0,4,Jarno Trulli,TRU,4.0,9,7,12.0,0.0,+1 Lap
3034,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Prost,0.0,11,Nick Heidfeld,HEI,0.0,19,19,16.0,0.0,+3 Laps
3035,2000,5,Circuit de Barcelona-Catalunya,Spain,2000-05-07,Williams,15.0,3,Jenson Button,BUT,3.0,10,10,17.0,0.0,Engine
3041,2000,6,NÃ¼rburgring,Germany,2000-05-21,Ferrari,62.0,1,Michael Schumacher,MSC,46.0,1,2,1.0,10.0,Finished
3043,2000,6,NÃ¼rburgring,Germany,2000-05-21,McLaren,52.0,2,David Coulthard,COU,24.0,3,1,3.0,4.0,+1 Lap
3044,2000,6,NÃ¼rburgring,Germany,2000-05-21,Ferrari,62.0,1,Rubens Barrichello,BAR,16.0,4,4,4.0,3.0,+1 Lap
3045,2000,6,NÃ¼rburgring,Germany,2000-05-21,Benetton,10.0,4,Giancarlo Fisichella,FIS,10.0,6,7,5.0,2.0,+1 Lap
3046,2000,6,NÃ¼rburgring,Germany,2000-05-21,Arrows,1.0,8,Pedro de la Rosa,DLR,1.0,13,12,6.0,1.0,+1 Lap
3050,2000,6,NÃ¼rburgring,Germany,2000-05-21,Williams,15.0,3,Jenson Button,BUT,3.0,10,11,10.0,0.0,Electrical
3052,2000,6,NÃ¼rburgring,Germany,2000-05-21,Benetton,10.0,4,Alexander Wurz,WUR,0.0,15,14,12.0,0.0,Collision
3062,2000,7,Circuit de Monaco,Monaco,2000-06-04,McLaren,63.0,2,David Coulthard,COU,34.0,2,3,1.0,10.0,Finished
3063,2000,7,Circuit de Monaco,Monaco,2000-06-04,Ferrari,68.0,1,Rubens Barrichello,BAR,22.0,4,6,2.0,6.0,Finished
3064,2000,7,Circuit de Monaco,Monaco,2000-06-04,Benetton,14.0,4,Giancarlo Fisichella,FIS,14.0,5,8,3.0,4.0,Finished
3068,2000,7,Circuit de Monaco,Monaco,2000-06-04,BAR,6.0,6,Jacques Villeneuve,VIL,5.0,8,17,7.0,0.0,+1 Lap
3069,2000,7,Circuit de Monaco,Monaco,2000-06-04,Prost,0.0,11,Nick Heidfeld,HEI,0.0,18,18,8.0,0.0,+1 Lap
3084,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Ferrari,84.0,1,Michael Schumacher,MSC,56.0,1,1,1.0,10.0,Finished
3085,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Ferrari,84.0,1,Rubens Barrichello,BAR,28.0,4,3,2.0,6.0,Finished
3086,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Benetton,18.0,3,Giancarlo Fisichella,FIS,18.0,5,10,3.0,4.0,Finished
3089,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Jordan,10.0,5,Jarno Trulli,TRU,5.0,9,7,6.0,1.0,Finished
3090,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,McLaren,66.0,2,David Coulthard,COU,34.0,2,2,7.0,0.0,Finished
3091,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,BAR,6.0,6,Ricardo Zonta,ZON,1.0,14,8,8.0,0.0,Finished
3092,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Benetton,18.0,3,Alexander Wurz,WUR,0.0,17,14,9.0,0.0,Finished
3094,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Williams,15.0,4,Jenson Button,BUT,3.0,12,18,11.0,0.0,+1 Lap
3097,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,Williams,15.0,4,Ralf Schumacher,SCH,12.0,6,12,14.0,0.0,Collision
3098,2000,8,Circuit Gilles Villeneuve,Canada,2000-06-18,BAR,6.0,6,Jacques Villeneuve,VIL,5.0,8,6,15.0,0.0,Collision
3106,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,McLaren,82.0,2,David Coulthard,COU,44.0,2,2,1.0,10.0,Finished
3108,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Ferrari,88.0,1,Rubens Barrichello,BAR,32.0,4,3,3.0,4.0,Finished
3109,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,BAR,9.0,6,Jacques Villeneuve,VIL,8.0,7,7,4.0,3.0,Finished
3110,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Williams,17.0,4,Ralf Schumacher,SCH,14.0,6,5,5.0,2.0,Finished
3111,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Jordan,11.0,5,Jarno Trulli,TRU,6.0,8,9,6.0,1.0,Finished
3113,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Williams,17.0,4,Jenson Button,BUT,3.0,12,10,8.0,0.0,+1 Lap
3114,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Benetton,18.0,3,Giancarlo Fisichella,FIS,18.0,5,14,9.0,0.0,+1 Lap
3117,2000,9,Circuit de Nevers Magny-Cours,France,2000-07-02,Prost,0.0,11,Nick Heidfeld,HEI,0.0,18,16,12.0,0.0,+1 Lap
3129,2000,10,Red Bull Ring,Austria,2000-07-16,McLaren,98.0,1,David Coulthard,COU,50.0,2,2,2.0,6.0,Finished
3130,2000,10,Red Bull Ring,Austria,2000-07-16,Ferrari,92.0,2,Rubens Barrichello,BAR,36.0,4,3,3.0,4.0,Finished
3131,2000,10,Red Bull Ring,Austria,2000-07-16,BAR,12.0,5,Jacques Villeneuve,VIL,11.0,7,7,4.0,3.0,+1 Lap
3132,2000,10,Red Bull Ring,Austria,2000-07-16,Williams,19.0,3,Jenson Button,BUT,5.0,10,18,5.0,2.0,+1 Lap
3137,2000,10,Red Bull Ring,Austria,2000-07-16,Benetton,18.0,4,Alexander Wurz,WUR,0.0,17,14,10.0,0.0,+1 Lap
3150,2000,11,Hockenheimring,Germany,2000-07-30,Ferrari,102.0,2,Rubens Barrichello,BAR,46.0,4,18,1.0,10.0,Finished
3152,2000,11,Hockenheimring,Germany,2000-07-30,McLaren,108.0,1,David Coulthard,COU,54.0,2,1,3.0,4.0,Finished
3153,2000,11,Hockenheimring,Germany,2000-07-30,Williams,22.0,3,Jenson Button,BUT,8.0,8,16,4.0,3.0,Finished
3155,2000,11,Hockenheimring,Germany,2000-07-30,Arrows,4.0,8,Pedro de la Rosa,DLR,2.0,14,5,6.0,1.0,Finished
3156,2000,11,Hockenheimring,Germany,2000-07-30,Williams,22.0,3,Ralf Schumacher,SCH,14.0,6,14,7.0,0.0,Finished
3157,2000,11,Hockenheimring,Germany,2000-07-30,BAR,12.0,5,Jacques Villeneuve,VIL,11.0,7,9,8.0,0.0,Finished
3158,2000,11,Hockenheimring,Germany,2000-07-30,Jordan,11.0,6,Jarno Trulli,TRU,6.0,9,6,9.0,0.0,Finished
3161,2000,11,Hockenheimring,Germany,2000-07-30,Prost,0.0,11,Nick Heidfeld,HEI,0.0,20,13,12.0,0.0,Alternator
3173,2000,12,Hungaroring,Hungary,2000-08-13,Ferrari,111.0,2,Michael Schumacher,MSC,62.0,2,1,2.0,6.0,Finished
3174,2000,12,Hungaroring,Hungary,2000-08-13,McLaren,122.0,1,David Coulthard,COU,58.0,3,2,3.0,4.0,Finished
3175,2000,12,Hungaroring,Hungary,2000-08-13,Ferrari,111.0,2,Rubens Barrichello,BAR,49.0,4,5,4.0,3.0,Finished
3176,2000,12,Hungaroring,Hungary,2000-08-13,Williams,24.0,3,Ralf Schumacher,SCH,16.0,6,4,5.0,2.0,Finished
3178,2000,12,Hungaroring,Hungary,2000-08-13,Jordan,12.0,5,Jarno Trulli,TRU,6.0,10,12,7.0,0.0,+1 Lap
3180,2000,12,Hungaroring,Hungary,2000-08-13,Williams,24.0,3,Jenson Button,BUT,8.0,8,8,9.0,0.0,+1 Lap
3182,2000,12,Hungaroring,Hungary,2000-08-13,Benetton,18.0,4,Alexander Wurz,WUR,0.0,17,11,11.0,0.0,+1 Lap
3183,2000,12,Hungaroring,Hungary,2000-08-13,BAR,12.0,6,Jacques Villeneuve,VIL,11.0,7,16,12.0,0.0,+2 Laps
3185,2000,12,Hungaroring,Hungary,2000-08-13,BAR,12.0,6,Ricardo Zonta,ZON,1.0,15,18,14.0,0.0,+2 Laps
3187,2000,12,Hungaroring,Hungary,2000-08-13,Arrows,4.0,8,Pedro de la Rosa,DLR,2.0,14,15,16.0,0.0,+4 Laps
3195,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,Ferrari,117.0,2,Michael Schumacher,MSC,68.0,2,4,2.0,6.0,Finished
3196,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,Williams,30.0,3,Ralf Schumacher,SCH,20.0,5,6,3.0,4.0,Finished
3197,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,McLaren,135.0,1,David Coulthard,COU,61.0,3,5,4.0,3.0,Finished
3198,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,Williams,30.0,3,Jenson Button,BUT,10.0,8,3,5.0,2.0,Finished
3200,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,BAR,12.0,6,Jacques Villeneuve,VIL,11.0,7,7,7.0,0.0,Finished
3205,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,BAR,12.0,6,Ricardo Zonta,ZON,1.0,15,13,12.0,0.0,+1 Lap
3206,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,Benetton,18.0,4,Alexander Wurz,WUR,0.0,18,19,13.0,0.0,+1 Lap
3209,2000,13,Circuit de Spa-Francorchamps,Belgium,2000-08-27,Arrows,4.0,8,Pedro de la Rosa,DLR,2.0,14,16,16.0,0.0,+2 Laps
3216,2000,14,Autodromo Nazionale di Monza,Italy,2000-09-10,Ferrari,127.0,2,Michael Schumacher,MSC,78.0,2,1,1.0,10.0,Finished
3218,2000,14,Autodromo Nazionale di Monza,Italy,2000-09-10,Williams,34.0,3,Ralf Schumacher,SCH,24.0,5,7,3.0,4.0,Finished
3220,2000,14,Autodromo Nazionale di Monza,Italy,2000-09-10,Benetton,20.0,4,Alexander Wurz,WUR,2.0,14,13,5.0,2.0,Finished
3221,2000,14,Autodromo Nazionale di Monza,Italy,2000-09-10,BAR,13.0,6,Ricardo Zonta,ZON,2.0,15,17,6.0,1.0,Finished
3226,2000,14,Autodromo Nazionale di Monza,Italy,2000-09-10,Benetton,20.0,4,Giancarlo Fisichella,FIS,18.0,6,9,11.0,0.0,+1 Lap
3238,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,Ferrari,143.0,1,Michael Schumacher,MSC,88.0,1,1,1.0,10.0,Finished
3239,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,Ferrari,143.0,1,Rubens Barrichello,BAR,55.0,4,4,2.0,6.0,Finished
3241,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,BAR,17.0,6,Jacques Villeneuve,VIL,14.0,7,8,4.0,3.0,Finished
3242,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,McLaren,143.0,2,David Coulthard,COU,63.0,3,2,5.0,2.0,Finished
3243,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,BAR,17.0,6,Ricardo Zonta,ZON,3.0,14,12,6.0,1.0,Finished
3246,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,Prost,0.0,11,Nick Heidfeld,HEI,0.0,20,16,9.0,0.0,+1 Lap
3247,2000,15,Indianapolis Motor Speedway,USA,2000-09-24,Benetton,20.0,4,Alexander Wurz,WUR,2.0,15,11,10.0,0.0,+1 Lap
3260,2000,16,Suzuka Circuit,Japan,2000-10-08,Ferrari,156.0,1,Michael Schumacher,MSC,98.0,1,1,1.0,10.0,Finished
3262,2000,16,Suzuka Circuit,Japan,2000-10-08,McLaren,153.0,2,David Coulthard,COU,67.0,3,3,3.0,4.0,Finished
3263,2000,16,Suzuka Circuit,Japan,2000-10-08,Ferrari,156.0,1,Rubens Barrichello,BAR,58.0,4,4,4.0,3.0,Finished
3264,2000,16,Suzuka Circuit,Japan,2000-10-08,Williams,36.0,3,Jenson Button,BUT,12.0,8,5,5.0,2.0,Finished
3265,2000,16,Suzuka Circuit,Japan,2000-10-08,BAR,18.0,5,Jacques Villeneuve,VIL,15.0,7,9,6.0,1.0,+1 Lap
3268,2000,16,Suzuka Circuit,Japan,2000-10-08,BAR,18.0,5,Ricardo Zonta,ZON,3.0,14,18,9.0,0.0,+1 Lap
3271,2000,16,Suzuka Circuit,Japan,2000-10-08,Arrows,7.0,7,Pedro de la Rosa,DLR,2.0,16,13,12.0,0.0,+1 Lap
3272,2000,16,Suzuka Circuit,Japan,2000-10-08,Jordan,17.0,6,Jarno Trulli,TRU,6.0,10,15,13.0,0.0,+1 Lap
3273,2000,16,Suzuka Circuit,Japan,2000-10-08,Benetton,20.0,4,Giancarlo Fisichella,FIS,18.0,6,12,14.0,0.0,+1 Lap
3282,2000,17,Sepang International Circuit,Malaysia,2000-10-22,Ferrari,170.0,1,Michael Schumacher,MSC,108.0,1,1,1.0,10.0,Finished
3283,2000,17,Sepang International Circuit,Malaysia,2000-10-22,McLaren,162.0,2,David Coulthard,COU,73.0,3,3,2.0,6.0,Finished
3284,2000,17,Sepang International Circuit,Malaysia,2000-10-22,Ferrari,170.0,1,Rubens Barrichello,BAR,62.0,4,4,3.0,4.0,Finished
3286,2000,17,Sepang International Circuit,Malaysia,2000-10-22,BAR,20.0,5,Jacques Villeneuve,VIL,17.0,7,6,5.0,2.0,Finished
3288,2000,17,Sepang International Circuit,Malaysia,2000-10-22,Benetton,20.0,4,Alexander Wurz,WUR,2.0,15,5,7.0,0.0,Finished
3290,2000,17,Sepang International Circuit,Malaysia,2000-10-22,Benetton,20.0,4,Giancarlo Fisichella,FIS,18.0,6,13,9.0,0.0,+1 Lap
3293,2000,17,Sepang International Circuit,Malaysia,2000-10-22,Jordan,17.0,6,Jarno Trulli,TRU,6.0,10,9,12.0,0.0,+1 Lap
3306,1999,1,Albert Park Grand Prix Circuit,Australia,1999-03-07,Williams,4.0,3,Ralf Schumacher,SCH,4.0,3,8,3.0,4.0,Finished
3307,1999,1,Albert Park Grand Prix Circuit,Australia,1999-03-07,Benetton,3.0,4,Giancarlo Fisichella,FIS,3.0,4,7,4.0,3.0,Finished
3308,1999,1,Albert Park Grand Prix Circuit,Australia,1999-03-07,Stewart,2.0,5,Rubens Barrichello,BAR,2.0,5,4,5.0,2.0,Finished
3309,1999,1,Albert Park Grand Prix Circuit,Australia,1999-03-07,Arrows,1.0,6,Pedro de la Rosa,DLR,1.0,6,18,6.0,1.0,Finished
3311,1999,1,Albert Park Grand Prix Circuit,Australia,1999-03-07,Ferrari,10.0,1,Michael Schumacher,MSC,0.0,8,3,8.0,0.0,+1 Lap
3327,1999,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,1999-04-11,Ferrari,18.0,1,Michael Schumacher,MSC,6.0,5,4,2.0,6.0,Finished
3329,1999,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,1999-04-11,Williams,7.0,4,Ralf Schumacher,SCH,7.0,4,11,4.0,3.0,+1 Lap
3332,1999,2,AutÃ³dromo JosÃ© Carlos Pace,Brazil,1999-04-11,Benetton,3.0,5,Alexander Wurz,WUR,0.0,11,9,7.0,0.0,+2 Laps
3348,1999,3,Autodromo Enzo e Dino Ferrari,Italy,1999-05-02,Ferrari,28.0,1,Michael Schumacher,MSC,16.0,1,3,1.0,10.0,Finished
3349,1999,3,Autodromo Enzo e Dino Ferrari,Italy,1999-05-02,McLaren,16.0,2,David Coulthard,COU,6.0,6,2,2.0,6.0,Finished
3350,1999,3,Autodromo Enzo e Dino Ferrari,Italy,1999-05-02,Stewart,6.0,5,Rubens Barrichello,BAR,6.0,7,6,3.0,4.0,+1 Lap
3352,1999,3,Autodromo Enzo e Dino Ferrari,Italy,1999-05-02,Benetton,5.0,6,Giancarlo Fisichella,FIS,5.0,8,16,5.0,2.0,+1 Lap
3355,1999,3,Autodromo Enzo e Dino Ferrari,Italy,1999-05-02,Minardi,0.0,11,Luca Badoer,BAD,0.0,16,22,8.0,0.0,+3 Laps
3370,1999,4,Circuit de Monaco,Monaco,1999-05-16,Ferrari,44.0,1,Michael Schumacher,MSC,26.0,1,2,1.0,10.0,Finished
3374,1999,4,Circuit de Monaco,Monaco,1999-05-16,Benetton,8.0,4,Giancarlo Fisichella,FIS,7.0,6,9,5.0,2.0,+1 Lap
3375,1999,4,Circuit de Monaco,Monaco,1999-05-16,Benetton,8.0,4,Alexander Wurz,WUR,1.0,10,10,6.0,1.0,+1 Lap
3376,1999,4,Circuit de Monaco,Monaco,1999-05-16,Prost,1.0,8,Jarno Trulli,TRU,0.0,16,7,7.0,0.0,+1 Lap
3378,1999,4,Circuit de Monaco,Monaco,1999-05-16,Stewart,6.0,6,Rubens Barrichello,BAR,6.0,8,5,9.0,0.0,Spun off
3393,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,McLaren,36.0,2,David Coulthard,COU,12.0,5,3,2.0,6.0,Finished
3394,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Ferrari,51.0,1,Michael Schumacher,MSC,30.0,1,4,3.0,4.0,Finished
3396,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Williams,9.0,4,Ralf Schumacher,SCH,9.0,6,10,5.0,2.0,Finished
3397,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Prost,2.0,7,Jarno Trulli,TRU,1.0,11,9,6.0,1.0,+1 Lap
3400,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Benetton,8.0,5,Giancarlo Fisichella,FIS,7.0,7,13,9.0,0.0,+1 Lap
3401,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Benetton,8.0,5,Alexander Wurz,WUR,1.0,10,18,10.0,0.0,+1 Lap
3402,1999,5,Circuit de Barcelona-Catalunya,Spain,1999-05-30,Arrows,1.0,8,Pedro de la Rosa,DLR,1.0,12,19,11.0,0.0,+2 Laps
3415,1999,6,Circuit Gilles Villeneuve,Canada,1999-06-13,Benetton,14.0,4,Giancarlo Fisichella,FIS,13.0,5,7,2.0,6.0,Finished
3417,1999,6,Circuit Gilles Villeneuve,Canada,1999-06-13,Williams,12.0,5,Ralf Schumacher,SCH,12.0,7,13,4.0,3.0,Finished
3420,1999,6,Circuit Gilles Villeneuve,Canada,1999-06-13,McLaren,46.0,2,David Coulthard,COU,12.0,6,4,7.0,0.0,Finished
3423,1999,6,Circuit Gilles Villeneuve,Canada,1999-06-13,Minardi,0.0,11,Luca Badoer,BAD,0.0,20,21,10.0,0.0,+2 Laps
3438,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Stewart,12.0,6,Rubens Barrichello,BAR,10.0,8,1,3.0,4.0,Finished
3439,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Williams,15.0,4,Ralf Schumacher,SCH,15.0,5,16,4.0,3.0,Finished
3440,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Ferrari,58.0,1,Michael Schumacher,MSC,32.0,2,6,5.0,2.0,Finished
3442,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Prost,2.0,7,Jarno Trulli,TRU,1.0,11,8,7.0,0.0,Finished
3444,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,BAR,0.0,10,Ricardo Zonta,ZON,0.0,22,10,9.0,0.0,Finished
3445,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Minardi,0.0,11,Luca Badoer,BAD,0.0,20,20,10.0,0.0,+1 Lap
3446,1999,7,Circuit de Nevers Magny-Cours,France,1999-06-27,Arrows,1.0,9,Pedro de la Rosa,DLR,1.0,14,21,11.0,0.0,+1 Lap
3458,1999,8,Silverstone Circuit,UK,1999-07-11,McLaren,62.0,2,David Coulthard,COU,22.0,5,3,1.0,10.0,Finished
3460,1999,8,Silverstone Circuit,UK,1999-07-11,Williams,19.0,4,Ralf Schumacher,SCH,19.0,6,8,3.0,4.0,Finished
3464,1999,8,Silverstone Circuit,UK,1999-07-11,Benetton,14.0,5,Giancarlo Fisichella,FIS,13.0,7,17,7.0,0.0,Finished
3465,1999,8,Silverstone Circuit,UK,1999-07-11,Stewart,12.0,6,Rubens Barrichello,BAR,10.0,8,7,8.0,0.0,Finished
3466,1999,8,Silverstone Circuit,UK,1999-07-11,Prost,2.0,8,Jarno Trulli,TRU,1.0,12,14,9.0,0.0,Finished
3467,1999,8,Silverstone Circuit,UK,1999-07-11,Benetton,14.0,5,Alexander Wurz,WUR,1.0,13,18,10.0,0.0,Finished
3481,1999,9,Red Bull Ring,Austria,1999-07-25,McLaren,72.0,2,David Coulthard,COU,28.0,5,2,2.0,6.0,Finished
3484,1999,9,Red Bull Ring,Austria,1999-07-25,Benetton,16.0,5,Alexander Wurz,WUR,3.0,10,10,5.0,2.0,Finished
3486,1999,9,Red Bull Ring,Austria,1999-07-25,Prost,2.0,8,Jarno Trulli,TRU,1.0,13,13,7.0,0.0,+1 Lap
3491,1999,9,Red Bull Ring,Austria,1999-07-25,Benetton,16.0,5,Giancarlo Fisichella,FIS,13.0,7,12,12.0,0.0,Engine
3492,1999,9,Red Bull Ring,Austria,1999-07-25,Minardi,0.0,11,Luca Badoer,BAD,0.0,20,19,13.0,0.0,+3 Laps
3494,1999,9,Red Bull Ring,Austria,1999-07-25,BAR,0.0,10,Ricardo Zonta,ZON,0.0,22,15,15.0,0.0,Clutch
3505,1999,10,Hockenheimring,Germany,1999-08-01,Williams,22.0,4,Ralf Schumacher,SCH,22.0,6,11,4.0,3.0,Finished
